PrecinctCode,PrecinctName,CountyCouncil,LegislativeDistrict,CongressionalDistrict,SeattleCouncilDistrict
2274,SEA 46-2274,1,46,7,4
2275,SEA 46-2275,1,46,7,4
2276,SEA 46-2276,1,46,7,4
2277,SEA 46-2277,1,46,7,4
2280,SEA 46-2280,1,46,7,4
2282,SEA 46-2282,1,46,7,5
2283,SEA 46-2283,1,46,7,5
2285,SEA 46-2285,1,46,7,4
2286,SEA 46-2286,1,46,7,4
2289,SEA 46-2289,1,46,7,4
2290,SEA 46-2290,1,46,7,4
2291,SEA 46-2291,1,46,7,4
2292,SEA 46-2292,1,46,7,5
2293,SEA 46-2293,1,46,7,5
2295,SEA 46-2295,1,46,7,5
2296,SEA 46-2296,1,46,7,5
2297,SEA 46-2297,1,46,7,5
2298,SEA 46-2298,1,46,7,5
2299,SEA 46-2299,1,46,7,5
2302,SEA 46-2302,1,46,7,4
2303,SEA 46-2303,1,46,7,5
2304,SEA 46-2304,1,46,7,5
2305,SEA 46-2305,1,46,7,5
2306,SEA 46-2306,1,46,7,5
2307,SEA 46-2307,1,46,7,5
2308,SEA 46-2308,1,46,7,5
2309,SEA 46-2309,1,46,7,5
2310,SEA 46-2310,1,46,7,5
2311,SEA 46-2311,1,46,7,5
2313,SEA 46-2313,1,46,7,5
2314,SEA 46-2314,1,46,7,5
2316,SEA 46-2316,1,46,7,5
2317,SEA 46-2317,1,46,7,5
2318,SEA 46-2318,1,46,7,5
2319,SEA 46-2319,1,46,7,5
2320,SEA 46-2320,1,46,7,5
2321,SEA 46-2321,1,46,7,5
2322,SEA 46-2322,1,46,7,5
2323,SEA 46-2323,1,46,7,5
2324,SEA 46-2324,1,46,7,5
2325,SEA 46-2325,1,46,7,5
2326,SEA 46-2326,1,46,7,5
2327,SEA 46-2327,1,46,7,5
2328,SEA 46-2328,1,46,7,5
2330,SEA 46-2330,1,46,7,5
2332,SEA 46-2332,1,46,7,5
2333,SEA 46-2333,1,46,7,5
2334,SEA 46-2334,1,46,7,5
2335,SEA 46-2335,1,46,7,5
2336,SEA 46-2336,1,46,7,5
2337,SEA 46-2337,1,46,7,5
2338,SEA 46-2338,1,46,7,5
2339,SEA 46-2339,1,46,7,5
2340,SEA 46-2340,1,46,7,5
2341,SEA 46-2341,1,46,7,5
2342,SEA 46-2342,1,46,7,5
2343,SEA 46-2343,1,46,7,5
2344,SEA 46-2344,1,46,7,5
2345,SEA 46-2345,1,46,7,5
2346,SEA 46-2346,1,46,7,5
2347,SEA 46-2347,1,46,7,5
2348,SEA 46-2348,1,46,7,5
2349,SEA 46-2349,1,46,7,5
2350,SEA 46-2350,1,46,7,5
2351,SEA 46-2351,1,46,7,5
2352,SEA 46-2352,1,46,7,5
2353,SEA 46-2353,1,46,7,5
2355,SEA 46-2355,1,46,7,5
2357,SEA 46-2357,1,46,7,5
2358,SEA 46-2358,1,46,7,5
2359,SEA 46-2359,4,46,7,5
2360,SEA 46-2360,4,46,7,5
2361,SEA 46-2361,1,46,7,5
2363,SEA 46-2363,1,46,7,5
2364,SEA 46-2364,1,46,7,5
2366,SEA 46-2366,1,46,7,5
2367,SEA 46-2367,1,46,7,5
2369,SEA 46-2369,1,46,7,5
2370,SEA 46-2370,1,46,7,5
2371,SEA 46-2371,1,46,7,5
2373,SEA 46-2373,1,46,7,5
2375,SEA 46-2375,1,46,7,4
2377,SEA 46-2377,1,46,7,4
2378,SEA 46-2378,1,46,7,4
2379,SEA 46-2379,1,46,7,5
2500,SEA 46-2500,1,46,7,5
2537,SEA 46-2537,4,46,7,5
2619,SEA 46-2619,4,46,7,5
2796,SEA 46-2796,1,46,7,5
2987,SEA 46-2987,2,46,7,4
3252,SEA 46-3252,4,46,7,5
3262,SEA 46-3262,4,46,7,6
3677,SEA 46-3677,1,46,7,5
3728,SEA 46-3728,1,46,7,5
3788,SEA 46-3788,4,46,7,6
3798,SEA 46-3798,1,46,7,4
3805,SEA 46-3805,2,46,7,4
3815,SEA 46-3815,1,46,7,5
3950,SEA 46-3950,2,46,7,4
3952,SEA 46-3952,1,46,7,4
3959,SEA 46-3959,1,46,7,5
3981,SEA 46-3981,2,46,7,4
3410,SEALTH,8,34,7,
2742,SEAN,3,5,8,
1061,SEAVIEW,8,34,7,
3820,SEIDEL CREEK,3,45,8,
1062,SELLECK,9,5,8,
2831,SERENIDAD,7,30,9,
1031,SET 33-1031,5,33,9,
3057,SET 33-3057,5,33,9,
3059,SET 33-3059,5,33,9,
3060,SET 33-3060,5,33,9,
3061,SET 33-3061,5,33,9,
3062,SET 33-3062,5,33,9,
3063,SET 33-3063,5,33,9,
3065,SET 33-3065,5,33,9,
3066,SET 33-3066,5,33,9,
3068,SET 33-3068,5,33,9,
3069,SET 33-3069,5,33,9,
3070,SET 33-3070,5,33,9,
3073,SET 33-3073,5,33,9,
3074,SET 33-3074,5,33,9,
3075,SET 33-3075,5,33,9,
3076,SET 33-3076,5,33,9,
3081,SET 33-3081,5,33,9,
3100,SET 33-3100,5,33,9,
3101,SET 33-3101,5,33,9,
3102,SET 33-3102,5,33,9,
3104,SET 33-3104,5,33,9,
3107,SET 33-3107,5,33,9,
3618,SET 33-3618,5,33,9,
3704,SET 33-3704,5,33,9,
3774,SET 33-3774,5,33,9,
3953,SET 33-3953,5,33,9,
3995,SET 33-3995,5,33,9,
1068,SHADOW LAKE,9,47,8,
3841,SHADY LAKE,9,5,8,
1069,SHAMROCK,2,37,9,
1070,SHANGRI-LA,3,45,8,
1073,SHAWNEE,8,34,7,
2908,SHEFFIELD,3,45,8,
0001,SHL 32-0001,1,32,7,
0012,SHL 32-0012,1,32,7,
0024,SHL 32-0024,1,32,7,
0038,SHL 32-0038,1,32,7,
0088,SHL 32-0088,1,32,7,
0232,SHL 32-0232,1,32,7,
0241,SHL 32-0241,1,32,7,
0267,SHL 32-0267,1,32,7,
0274,SHL 32-0274,1,32,7,
0277,SHL 32-0277,1,32,7,
0296,SHL 32-0296,1,32,7,
0319,SHL 32-0319,1,32,7,
0335,SHL 32-0335,1,32,7,
0346,SHL 32-0346,1,32,7,
0357,SHL 32-0357,1,32,7,
0368,SHL 32-0368,1,32,7,
0378,SHL 32-0378,1,32,7,
0396,SHL 32-0396,1,32,7,
0401,SHL 32-0401,1,32,7,
0407,SHL 32-0407,1,32,7,
0423,SHL 32-0423,1,32,7,
0424,SHL 32-0424,1,32,7,
0444,SHL 32-0444,1,32,7,
0454,SHL 32-0454,1,32,7,
0462,SHL 32-0462,1,32,7,
0470,SHL 32-0470,1,32,7,
0474,SHL 32-0474,1,32,7,
0486,SHL 32-0486,1,32,7,
0488,SHL 32-0488,1,32,7,
0494,SHL 32-0494,1,32,7,
0499,SHL 32-0499,1,32,7,
0510,SHL 32-0510,1,32,7,
0514,SHL 32-0514,1,32,7,
0519,SHL 32-0519,1,32,7,
0527,SHL 32-0527,1,32,7,
0530,SHL 32-0530,1,32,7,
0537,SHL 32-0537,1,32,7,
0538,SHL 32-0538,1,32,7,
0558,SHL 32-0558,1,32,7,
0559,SHL 32-0559,1,32,7,
0605,SHL 32-0605,1,32,7,
0606,SHL 32-0606,1,32,7,
0609,SHL 32-0609,1,32,7,
0648,SHL 32-0648,1,32,7,
0665,SHL 32-0665,1,32,7,
0692,SHL 32-0692,1,32,7,
0711,SHL 32-0711,1,32,7,
0735,SHL 32-0735,1,32,7,
0754,SHL 32-0754,1,32,7,
0802,SHL 32-0802,1,32,7,
0819,SHL 32-0819,1,32,7,
0832,SHL 32-0832,1,32,7,
0844,SHL 32-0844,1,32,7,
0861,SHL 32-0861,1,32,7,
0866,SHL 32-0866,1,32,7,
0875,SHL 32-0875,1,32,7,
0888,SHL 32-0888,1,32,7,
0895,SHL 32-0895,1,32,7,
0897,SHL 32-0897,1,32,7,
0898,SHL 32-0898,1,32,7,
0903,SHL 32-0903,1,32,7,
0914,SHL 32-0914,1,32,7,
0917,SHL 32-0917,1,32,7,
0920,SHL 32-0920,1,32,7,
0921,SHL 32-0921,1,32,7,
1020,SHL 32-1020,1,32,7,
1021,SHL 32-1021,1,32,7,
1030,SHL 32-1030,1,32,7,
1038,SHL 32-1038,1,32,7,
1053,SHL 32-1053,1,32,7,
1077,SHL 32-1077,1,32,7,
1080,SHL 32-1080,1,32,7,
1101,SHL 32-1101,1,32,7,
1106,SHL 32-1106,1,32,7,
1140,SHL 32-1140,1,32,7,
1158,SHL 32-1158,1,32,7,
1168,SHL 32-1168,1,32,7,
1178,SHL 32-1178,1,32,7,
1197,SHL 32-1197,1,32,7,
1209,SHL 32-1209,1,32,7,
1210,SHL 32-1210,1,32,7,
1228,SHL 32-1228,1,32,7,
1236,SHL 32-1236,1,32,7,
2552,SHL 32-2552,1,32,7,
2753,SHL 32-2753,1,32,7,
3363,SHL 32-3363,1,32,7,
3556,SHL 32-3556,1,32,7,
3925,SHL 32-3925,1,32,7,
1088,SI VIEW,3,5,8,
1084,SIERRA,9,31,8,
1085,SILVER SPURS,6,48,1,
1091,SKY 12-1091,3,12,8,
3857,SKYWAY,2,37,9,
2616,SNO PASS,3,12,8,
1099,SNO-VALLEY,3,12,8,
3983,SNOW,3,45,8,
1097,SNQ 05-1097,3,5,8,
3151,SNQ 05-3151,3,5,8,
3409,SNQ 05-3409,3,5,8,
3511,SNQ 05-3511,3,5,8,
3512,SNQ 05-3512,3,5,8,
3513,SNQ 05-3513,3,5,8,
3514,SNQ 05-3514,3,5,8,
3558,SNQ 05-3558,3,5,8,
3560,SNQ 05-3560,3,5,8,
3633,SNQ 05-3633,3,5,8,
3667,SNQ 05-3667,3,5,8,
3703,SNQ 05-3703,3,5,8,
3734,SNQ 05-3734,3,5,8,
3829,SNQ 05-3829,3,5,8,
3918,SNQ 05-3918,3,5,8,
1107,SPIDER LAKE,7,30,9,
1110,SPRING LAKE,9,5,8,
1113,SQUAK MOUNTAIN,9,5,8,
1114,STACY,7,33,9,
1117,STAR LAKE,7,30,9,
3569,STEED,3,45,8,
3924,STERLING,7,30,9,
1121,STEVENS,3,12,8,
1122,STILLWATER,3,12,8,
1131,SUNNYWOOD,8,34,7,
3557,SUNSET,9,5,8,
3480,SWAN LAKE,3,45,8,
2859,SWEENEY,9,47,8,
1135,SYLVAN,8,34,7,
1138,TAHLEQUAH,8,34,7,
1139,TAHOMA,9,5,8,
1141,TANNER,9,5,8,
3329,THISTLE,7,30,9,
2746,THOMAS,7,30,9,
3773,THURNAU,8,34,7,
1152,TIGER MTN,9,5,8,
2986,TIMBER,9,11,9,
1156,TOLT,3,12,8,
3762,TOOEY,9,5,8,
2417,TOTEM,7,30,9,
3735,TREEMONT,3,12,8,
3211,TRILLIUM,3,45,8,
3863,TRILOGY,3,45,8,
1159,TROUT LAKE,7,30,9,
1164,TUK 11-1164,5,11,9,
1165,TUK 11-1165,8,11,9,
1166,TUK 11-1166,8,11,9,
1167,TUK 11-1167,5,11,9,
2453,TUK 11-2453,5,11,9,
2751,TUK 11-2751,5,11,9,
2752,TUK 11-2752,5,11,9,
2949,TUK 11-2949,2,11,9,
2951,TUK 11-2951,8,11,9,
2952,TUK 11-2952,5,11,9,
2955,TUK 11-2955,5,11,9,
2956,TUK 11-2956,5,11,9,
3127,TUK 11-3127,8,11,9,
3128,TUK 11-3128,8,11,9,
3233,TUK 11-3233,5,11,9,
3393,TUK 11-3393,5,11,9,
3499,TUK 11-3499,2,11,9,
3907,TUK 11-3907,8,11,9,
3908,TUK 11-3908,5,11,9,
3916,TUK 11-3916,8,11,9,
3937,TUK 11-3937,8,11,9,
3938,TUK 11-3938,8,11,9,
3150,TWIN PEAKS,3,12,8,
3561,TWINBERRY,3,45,8,
1172,TWO RIVERS,3,5,8,
1179,UNION HILL,3,45,8,
1183,VALENCIA,9,5,8,
1187,VASHON,8,34,7,
1188,VEAZIE,9,5,8,
1191,VINCENT,3,45,8,
1195,WABASH,9,31,8,
1196,WALLACE,2,37,9,
1198,WANDA,9,11,9,
3545,WEBSTER,3,45,8,
2600,WEEKS,3,45,8,
3522,WELCOME LAKE,3,45,8,
1212,WESTWOOD,7,30,9,
1215,WHITE CENTER,8,34,7,
1216,WHITE RIVER,9,31,8,
3451,WINTERGREEN,3,45,1,
0676,WOD 01-0676,3,1,1,
0926,WOD 01-0926,3,1,1,
1205,WOD 01-1205,3,1,1,
1225,WOD 01-1225,3,1,1,
2597,WOD 01-2597,3,1,1,
2680,WOD 01-2680,3,1,1,
2734,WOD 01-2734,3,1,1,
2769,WOD 01-2769,3,1,1,
3192,WOD 01-3192,3,1,1,
3193,WOD 01-3193,3,1,1,
3270,WOD 01-3270,3,1,1,
3530,WOD 01-3530,3,1,1,
3725,WOD 01-3725,3,1,1,
3915,WOD 01-3915,3,1,1,
2589,WOLF,3,5,8,
3509,WOODSIDE,9,11,8,
1230,WYNOCHE,9,31,8,
1231,WYNONA,8,34,7,
1233,YPT 48-1233,6,48,1,
1234,YPT 48-1234,6,48,1,
